Date,Open,High,Low,Close,Adj Close,Volume
2018-07-23,279.450012,280.429993,279.059998,280.200012,274.76535,47047600
2018-07-24,281.790009,282.559998,280.630005,281.609985,276.14798,68026900
2018-07-25,281.329987,284.369995,281.279999,284.01001,278.501434,78882900
2018-07-26,283.200012,284.109985,283.089996,283.339996,277.844452,57919500
2018-07-27,283.709991,283.820007,280.380005,281.420013,275.9617,76768700
2018-07-28,281.51001,281.690002,279.359985,279.950012,274.520233,63742500
2018-07-29,280.809998,282.019989,280.380005,281.329987,275.873383,68570500
2018-07-30,281.559998,282.130005,280.130005,280.859985,275.412537,53853300
2018-07-31,279.390015,282.579987,279.160004,282.390015,276.912933,63426400
2018-08-01,282.529999,283.660004,282.329987,283.600006,278.099396,53935400
2018-08-02,283.640015,284.98999,283.200012,284.640015,279.119232,39400900
2018-08-03,285.390015,286.01001,285.23999,285.579987,280.040985,43196600
2018-08-04,285.390015,285.910004,284.940002,285.459991,279.923309,42114600
2018-08-05,285.529999,285.970001,284.920013,285.070007,279.540894,35717000
2018-08-06,283.450012,284.059998,282.359985,283.160004,277.667938,77076000
2018-08-07,283.470001,284.160004,281.769989,282.100006,276.62851,65732900
2018-08-08,282.920013,284.170013,282.480011,283.899994,278.393585,43842000
2018-08-09,282.380005,282.540009,280.160004,281.779999,276.314697,102925400
2018-08-10,283.399994,285.040009,283.359985,284.059998,278.550507,69967900
2018-08-11,283.829987,285.559998,283.369995,285.059998,279.531097,65618500
2018-08-12,285.570007,285.970001,285.059998,285.670013,280.129272,39807500
2018-08-13,286.25,287.309998,285.709991,286.339996,280.786255,67272000
2018-08-14,285.880005,286.76001,285.579987,286.170013,280.619568,44993300
2018-08-15,285.970001,286.940002,285.429993,285.790009,280.246948,49204900
2018-08-16,286.440002,287.670013,286.380005,287.51001,281.933533,57487400
2018-08-17,288.859985,289.899994,288.679993,289.779999,284.159576,57072400
2018-08-18,290.299988,290.420013,289.399994,289.920013,284.296844,46943500
2018-08-19,290.160004,291.73999,289.890015,291.480011,285.826569,61485500
2018-08-20,290.940002,291.359985,289.630005,290.299988,284.669434,61229500
2018-08-21,289.839996,290.809998,289.290009,290.309998,284.67926,66140800
2018-08-22,289.839996,290.209991,288.679993,289.809998,284.188934,57594400
2018-08-23,289.410004,289.640015,287.890015,289.029999,283.424072,72452400
2018-08-24,289.149994,289.48999,287,288.160004,282.570984,65909900
2018-08-25,286.980011,288.700012,286.709991,287.600006,282.02182,73524800
2018-08-26,288.73999,289.040009,287.880005,288.100006,282.512115,50210900
2018-08-27,287.369995,289.549988,286.980011,289.049988,283.443665,50530500
2018-08-28,289.059998,289.799988,288.230011,289.119995,283.512329,59810800
2018-08-29,290.320007,291.040009,290,290.829987,285.189178,51034200
2018-08-30,291.059998,291.269989,290,290.880005,285.23819,55079900
2018-08-31,290.820007,290.859985,289.029999,289.339996,283.728027,68244000
2018-09-01,289.579987,291.579987,289.549988,290.910004,285.267639,61930400
2018-09-02,290.970001,291.690002,290.829987,291.220001,285.571625,49080600
2018-09-03,292.640015,293.940002,291.23999,293.579987,287.885834,100360600
2018-09-04,293.089996,293.220001,291.809998,291.98999,287.622803,105479700
2018-09-05,291.339996,291.5,290.369995,291.019989,286.667328,53409600
2018-09-06,291.529999,291.649994,290.480011,290.75,286.401337,44370000
2018-09-07,290.910004,292.23999,289.410004,289.880005,285.544403,79739700
2018-09-08,290.410004,291.910004,290.100006,290.690002,286.342255,59249500
2018-09-09,289.98999,291.279999,289.950012,290.720001,286.371826,70091400
2018-09-10,292.109985,292.929993,290.980011,291.730011,287.36673,62078900
2018-09-11,291.559998,292.359985,291.140015,291.559998,287.199249,47258200
2018-09-12,292.73999,293.209991,291.320007,291.720001,287.356873,64694600
2018-09-13,291.179993,291.23999,287.660004,289.440002,285.110962,111545900
2018-09-14,289.690002,290.269989,286.220001,287.820007,283.515167,105951700
2018-09-15,287.049988,288.220001,285.5,287.820007,283.515167,87742200
2018-09-16,287.390015,288.859985,286.769989,287.399994,283.10144,74339000
2018-09-17,286.829987,286.910004,277.880005,278.299988,274.137573,214731000
2018-09-18,277.079987,278.899994,270.359985,272.170013,268.099274,274840500
2018-09-19,276.769989,277.089996,272.369995,275.950012,271.822754,183186500
2018-09-20,275.549988,277.040009,274.299988,274.399994,270.295898,102263700
2018-09-21,276.600006,280.820007,276.070007,280.399994,276.206146,118255800
2018-09-22,280.440002,281.149994,277.559998,280.450012,276.255432,110626000
2018-09-23,279.399994,280.070007,274.970001,276.399994,272.265991,134557500
2018-09-24,277.130005,279.299988,275.470001,276.25,272.118256,139901600
2018-09-25,277,277.359985,274.410004,275.01001,270.896759,82415800
2018-09-26,270.950012,274.869995,268.609985,273.609985,269.5177,146352700
2018-09-27,273.329987,273.76001,264.700012,265.320007,261.351746,177806700
2018-09-28,267.380005,271.809998,266.230011,270.079987,266.040497,138061500
2018-09-29,265.920013,271,262.290009,265.329987,261.361542,201574600
2018-09-30,268.799988,270.25,259.850006,263.859985,259.913544,160749100
2018-10-01,263.670013,268.119995,263.119995,267.769989,263.765076,157116000
2018-10-02,270.649994,273.230011,270.119995,270.630005,266.582306,128296300
2018-10-03,271.600006,273.730011,270.380005,273.51001,269.41922,99495000
2018-10-04,274.75,275.230011,269.589996,271.890015,267.823456,122634100
2018-10-05,272.440002,274.01001,271.350006,273.390015,269.301056,65622500
2018-10-06,273.320007,275.299988,273.25,275.119995,271.005127,60085900
2018-10-07,277.559998,281.100006,277.079987,281.01001,276.807037,102752100
2018-10-08,280.109985,281.220001,279.220001,280.5,276.304688,65584900
2018-10-09,279.029999,279.23999,276.179993,277.76001,273.605652,98812600
2018-10-10,277.190002,277.459991,271.98999,272.570007,268.493286,99673600
2018-10-11,273.089996,275.329987,271.25,272.059998,267.990906,98176600
2018-10-12,274.160004,274.609985,268.450012,270.200012,266.158722,125335900
2018-10-13,268.779999,273.540009,267.01001,273.019989,268.936523,135101400
2018-10-14,271.790009,274.75,271.209991,273.730011,269.635925,126668000
2018-10-15,273.049988,273.380005,268.070007,269.100006,265.075195,103061700
2018-10-16,265.359985,267,263.149994,264.119995,260.169647,136021300
2018-10-17,265.859985,267.149994,265.01001,265.019989,261.056183,75563700
2018-10-18,263.179993,264.820007,263.070007,263.25,259.312683,42807900
2018-10-19,265.779999,267.75,265.339996,267.5,263.499084,79981400
2018-10-20,266.339996,268.399994,265.660004,268.399994,264.385651,75502400
2018-10-21,269.600006,274.579987,268.329987,274.579987,270.473206,127629600
2018-10-22,273.709991,275.549988,272.429993,273.980011,269.882172,82346400
2018-10-23,273.809998,276.279999,273.450012,275.649994,271.527222,98204200
2018-10-24,280.279999,280.399994,277.51001,279.299988,275.122589,103176300
2018-10-25,278.369995,278.850006,269.899994,270.25,266.207977,177986000
2018-10-26,265.920013,269.970001,262.440002,269.839996,265.804108,204185400
2018-10-27,269.459991,271.220001,262.630005,263.570007,259.627899,161018900
2018-10-28,263.369995,265.160004,258.619995,264.070007,260.120422,151445900
2018-10-29,267.660004,267.869995,262.480011,264.130005,260.179504,121504400
2018-10-30,267.470001,269,265.369995,265.459991,261.489624,97976700
2018-10-31,266.519989,267.48999,264.119995,265.369995,261.40094,96662700
2018-11-01,262.959991,264.029999,259.850006,260.470001,256.574249,116961100
2018-11-02,259.399994,260.649994,253.529999,255.360001,251.54068,165492300
2018-11-03,257.200012,257.950012,253.279999,255.080002,251.264862,134515100
2018-11-04,255.169998,259.399994,249.350006,251.259995,247.501999,214992800
2018-11-05,249.860001,251.619995,244.649994,247.169998,243.473175,252053400
2018-11-06,246.740005,249.710007,239.979996,240.699997,238.484512,255345600
2018-11-07,239.039993,240.839996,234.270004,234.339996,232.18306,147311600
2018-11-08,235.970001,246.179993,233.759995,246.179993,243.914063,218485400
2018-11-09,242.570007,248.289993,238.960007,248.070007,245.786697,186267300
2018-11-10,249.580002,251.399994,246.449997,247.75,245.469635,153100200
2018-11-11,249.559998,250.190002,247.470001,249.919998,247.619644,144299400
2018-11-12,245.979996,251.210007,245.949997,250.179993,247.877258,126925200
2018-11-13,248.229996,248.570007,243.669998,244.210007,241.962219,144140700
2018-11-14,247.589996,253.110001,247.169998,252.389999,250.066925,142628800
2018-11-15,252.690002,255.949997,251.690002,254.380005,252.03862,103139100
2018-11-16,256.820007,257.309998,254,256.769989,254.406601,102512600
