close,high,low,open,time,volumefrom,volumeto,datetime
1457.09,1467.29,1408.0,1424.78,1493510400,46.54,66571.18,2017-04-29 20:00:00
1510.65,1525.79,1419.02,1457.09,1493596800,44.2,64853.3,2017-04-30 20:00:00
1532.55,1603.63,1430.71,1510.65,1493683200,45.1,69183.54,2017-05-01 20:00:00
1594.15,1619.66,1530.29,1532.55,1493769600,46.89,73800.75,2017-05-02 20:00:00
1630.0,1702.28,1541.0,1594.15,1493856000,49.97,80854.35,2017-05-03 20:00:00
1519.56,1757.59,1501.29,1630.0,1493942400,55.26,89614.05,2017-05-04 20:00:00
1587.3,1603.63,1503.98,1519.56,1494028800,40.52,63109.85,2017-05-05 20:00:00
1580.7,1619.66,1549.55,1587.3,1494115200,43.04,68157.48,2017-05-06 20:00:00
1704.46,1719.3,1580.7,1580.7,1494201600,43.15,70962.78,2017-05-07 20:00:00
1763.32,1807.01,1680.55,1704.46,1494288000,36.45,63703.23,2017-05-08 20:00:00
1822.21,1937.35,1721.58,1763.32,1494374400,36.47,65755.17,2017-05-09 20:00:00
1821.85,1901.74,1781.17,1822.21,1494460800,43.63,80623.01,2017-05-10 20:00:00
1735.61,1861.76,1711.67,1821.85,1494547200,37.55,67116.46,2017-05-11 20:00:00
1825.08,1825.08,1677.94,1735.61,1494633600,34.56,60107.25,2017-05-12 20:00:00
1791.0,1836.2,1763.53,1825.08,1494720000,33.11,59914.84,2017-05-13 20:00:00
1773.17,1807.01,1711.67,1791.0,1494806400,38.48,67985.19,2017-05-14 20:00:00
1806.34,1825.08,1714.24,1773.17,1494892800,31.97,56518.85,2017-05-15 20:00:00
1838.55,1880.38,1767.77,1806.34,1494979200,36.41,66939.98,2017-05-16 20:00:00
1902.62,1937.35,1829.93,1838.55,1495065600,46.98,88643.15,2017-05-17 20:00:00
1909.96,1992.08,1872.03,1902.62,1495152000,46.99,90790.46,2017-05-18 20:00:00
2039.46,2056.54,1853.49,1909.96,1495238400,43.11,84364.24,2017-05-19 20:00:00
2033.96,2106.41,2011.02,2039.46,1495324800,38.46,79026.87,2017-05-20 20:00:00
2077.11,2294.42,2027.14,2033.96,1495411200,57.02,122789.09,2017-05-21 20:00:00
2214.31,2294.42,2053.01,2077.11,1495497600,40.05,87343.17,2017-05-22 20:00:00
2411.46,2411.46,2195.1,2214.31,1495584000,52.91,120686.6,2017-05-23 20:00:00
2271.7,2690.38,2195.1,2411.46,1495670400,62.4,154051.61,2017-05-24 20:00:00
2114.54,2499.65,2025.11,2271.7,1495756800,68.78,155799.42,2017-05-25 20:00:00
1955.43,2162.9,1789.61,2111.01,1495843200,78.41,154459.19,2017-05-26 20:00:00
2056.58,2150.2,1947.38,1955.13,1495929600,55.96,114129.41,2017-05-27 20:00:00
2164.2,2203.28,1993.58,2056.58,1496016000,86.3,182140.05,2017-05-28 20:00:00
2177.13,2268.03,2126.16,2164.2,1496102400,71.83,156901.95,2017-05-29 20:00:00
2210.29,2268.49,2006.96,2177.13,1496188800,109.05,232144.39,2017-05-30 20:00:00
2301.63,2350.23,2143.53,2210.29,1496275200,88.33,198892.2,2017-05-31 20:00:00
2401.32,2401.32,2272.35,2301.63,1496361600,43.43,101010.21,2017-06-01 20:00:00
2450.71,2484.5,2351.26,2401.32,1496448000,46.18,111375.17,2017-06-02 20:00:00
2466.34,2608.28,2375.43,2450.71,1496534400,87.5,215475.67,2017-06-03 20:00:00
2601.59,2613.9,2451.41,2466.34,1496620800,47.58,119975.79,2017-06-04 20:00:00
2817.92,2900.89,2601.05,2601.59,1496707200,64.63,179038.64,2017-06-05 20:00:00
2674.85,2883.0,2641.47,2817.92,1496793600,65.96,184456.27,2017-06-06 20:00:00
2691.63,2750.04,2575.79,2674.85,1496880000,114.71,306820.31,2017-06-07 20:00:00
2751.94,2820.4,2678.9,2691.63,1496966400,135.7,374865.06,2017-06-08 20:00:00
2720.21,2849.91,2660.03,2751.94,1497052800,249.74,691087.99,2017-06-09 20:00:00
2942.12,2942.43,2707.95,2720.21,1497139200,182.43,515941.45,2017-06-10 20:00:00
2510.69,2970.76,2361.28,2942.12,1497225600,98.96,262795.77,2017-06-11 20:00:00
2661.77,2763.57,2505.68,2510.69,1497312000,122.36,322425.66,2017-06-12 20:00:00
2321.55,2827.56,2219.36,2661.77,1497398400,195.89,502693.55,2017-06-13 20:00:00
2373.21,2461.57,2083.99,2321.55,1497484800,212.71,485893.41,2017-06-14 20:00:00
2417.43,2494.13,2297.14,2373.21,1497571200,79.66,192979.43,2017-06-15 20:00:00
2646.12,2649.59,2365.01,2417.43,1497657600,54.96,137311.63,2017-06-16 20:00:00
2484.3,2653.82,2449.84,2646.12,1497744000,138.53,347071.23,2017-06-17 20:00:00
2541.57,2635.03,2483.8,2484.3,1497830400,134.28,341119.09,2017-06-18 20:00:00
2688.04,2740.2,2512.05,2541.57,1497916800,115.07,299087.96,2017-06-19 20:00:00
2648.28,2785.37,2594.94,2688.04,1498003200,115.88,309110.58,2017-06-20 20:00:00
2663.97,2760.23,2600.76,2648.28,1498089600,208.48,551918.88,2017-06-21 20:00:00
2682.69,2715.42,2648.35,2663.97,1498176000,90.66,242329.99,2017-06-22 20:00:00
2501.53,2703.92,2489.55,2682.69,1498262400,194.21,507698.99,2017-06-23 20:00:00
2454.01,2606.98,2402.12,2501.53,1498348800,84.78,213203.01,2017-06-24 20:00:00
2375.54,2560.07,2198.31,2454.01,1498435200,134.87,320139.9,2017-06-25 20:00:00
2468.81,2483.4,2196.53,2375.54,1498521600,99.53,233311.36,2017-06-26 20:00:00
2522.59,2559.71,2401.94,2468.81,1498608000,70.08,173506.95,2017-06-27 20:00:00
2478.42,2554.13,2402.19,2522.59,1498694400,82.04,204395.29,2017-06-28 20:00:00
2411.7,2559.74,2407.09,2478.42,1498780800,78.5,194956.81,2017-06-29 20:00:00
2328.19,2459.34,2284.78,2411.7,1498867200,68.95,164130.22,2017-06-30 20:00:00
2450.81,2481.08,2295.7,2328.19,1498953600,102.22,242457.4,2017-07-01 20:00:00
2527.85,2568.62,2377.09,2450.81,1499040000,105.79,262739.32,2017-07-02 20:00:00
2549.08,2616.43,2473.66,2527.85,1499126400,88.58,227037.96,2017-07-03 20:00:00
2580.13,2600.0,2451.82,2549.08,1499212800,136.21,344655.62,2017-07-04 20:00:00
2545.92,2663.54,2498.26,2580.13,1499299200,65.26,167557.2,2017-07-05 20:00:00
2463.04,2577.79,2453.05,2545.92,1499385600,44.01,109532.95,2017-07-06 20:00:00
2517.46,2530.36,2431.44,2463.04,1499472000,92.23,229838.14,2017-07-07 20:00:00
2481.79,2530.82,2474.46,2517.46,1499558400,73.64,184809.15,2017-07-08 20:00:00
2334.61,2509.38,2243.2,2481.79,1499644800,96.95,233895.09,2017-07-09 20:00:00
2310.25,2383.42,2133.41,2334.61,1499731200,83.13,189598.64,2017-07-10 20:00:00
2536.68,2536.68,2220.25,2310.25,1499817600,53.67,124012.77,2017-07-11 20:00:00
2338.29,2536.68,2270.98,2536.68,1499904000,59.79,138766.03,2017-07-12 20:00:00
2178.06,2355.02,2148.95,2338.29,1499990400,101.04,226433.46,2017-07-13 20:00:00
1980.99,2220.62,1950.52,2178.06,1500076800,108.76,224413.97,2017-07-14 20:00:00
1924.76,2052.92,1792.65,1980.99,1500163200,137.27,263077.46,2017-07-15 20:00:00
2195.58,2212.49,1910.97,1924.76,1500249600,110.53,227976.59,2017-07-16 20:00:00
2313.1,2401.62,2144.93,2195.58,1500336000,104.54,237979.48,2017-07-17 20:00:00
2238.49,2408.58,2204.99,2313.1,1500422400,100.85,231739.01,2017-07-18 20:00:00
2788.69,2888.7,2238.49,2238.49,1500508800,199.88,516497.95,2017-07-19 20:00:00
2648.74,2807.12,2601.32,2788.69,1500595200,133.09,363095.41,2017-07-20 20:00:00
2842.26,2895.91,2648.74,2648.74,1500681600,71.08,198883.45,2017-07-21 20:00:00
2749.98,2855.43,2672.76,2842.26,1500768000,85.63,236924.58,2017-07-22 20:00:00
2815.57,2815.57,2669.0,2749.98,1500854400,36.36,99662.02,2017-07-23 20:00:00
2549.0,2816.03,2380.0,2815.57,1500940800,36.51,94220.08,2017-07-24 20:00:00
2461.0,2662.0,2402.1,2549.0,1501027200,12.28,30827.66,2017-07-25 20:00:00
2582.0,2671.61,2461.0,2461.0,1501113600,8.277,21393.76,2017-07-26 20:00:00
2783.79,2840.13,2582.0,2582.0,1501200000,16.44,45293.87,2017-07-27 20:00:00
2772.0,2809.65,2652.0,2783.79,1501286400,9.87,26850.72,2017-07-28 20:00:00
2772.0,2773.0,2615.0,2772.0,1501372800,6.975,18780.88,2017-07-29 20:00:00
2857.0,2882.08,2701.01,2772.0,1501459200,14.11,39687.55,2017-07-30 20:00:00
2792.0,2980.0,2700.0,2857.0,1501545600,12.42,34762.37,2017-07-31 20:00:00
2674.0,2857.65,2674.0,2792.0,1501632000,10.66,29284.2,2017-08-01 20:00:00
2766.0,2812.0,2625.0,2674.0,1501718400,13.29,36771.76,2017-08-02 20:00:00
2900.0,2900.0,2735.0,2766.0,1501804800,7.17,20457.68,2017-08-03 20:00:00
3241.0,3349.0,2839.0,2900.0,1501891200,30.25,95198.11,2017-08-04 20:00:00
3236.72,3299.0,3110.0,3241.0,1501977600,9.729,31421.95,2017-08-05 20:00:00
