close,high,low,open,time,volumefrom,volumeto,datetime
7792.42,7822.6,7710.61,7751.34,1559754000,12618.19,98075090.58,2019-06-05 13:00:00
7760.24,7803.5,7736.78,7792.42,1559757600,10665.94,82859102.56,2019-06-05 14:00:00
7784.46,7831.55,7759.88,7760.24,1559761200,11015.32,85919446.33,2019-06-05 15:00:00
7710.81,7891.28,7649.0,7784.46,1559764800,17539.05,136084871.14,2019-06-05 16:00:00
7725.28,7741.9,7617.86,7710.81,1559768400,14425.56,110982234.4,2019-06-05 17:00:00
7774.56,7780.02,7685.41,7725.28,1559772000,10380.69,80392148.15,2019-06-05 18:00:00
7775.33,7818.08,7762.28,7774.56,1559775600,9305.99,72445585.15,2019-06-05 19:00:00
7784.63,7806.03,7748.75,7775.33,1559779200,5194.26,40397651.6,2019-06-05 20:00:00
7827.52,7843.08,7776.91,7784.63,1559782800,4702.76,36748097.4,2019-06-05 21:00:00
7808.95,7839.82,7795.28,7827.52,1559786400,5236.36,40916425.33,2019-06-05 22:00:00
7854.29,7859.59,7805.59,7808.95,1559790000,6413.23,50253891.37,2019-06-05 23:00:00
7827.76,7856.08,7802.01,7854.29,1559793600,4784.33,37436476.42,2019-06-06 00:00:00
7787.65,7837.21,7769.5,7827.76,1559797200,5974.71,46566974.24,2019-06-06 01:00:00
7809.88,7814.77,7786.3,7787.65,1559800800,3565.93,27820000.37,2019-06-06 02:00:00
7763.41,7819.52,7753.12,7809.88,1559804400,5533.41,43086776.88,2019-06-06 03:00:00
7794.98,7798.28,7743.26,7763.41,1559808000,5009.67,38952790.02,2019-06-06 04:00:00
7759.04,7806.88,7756.85,7794.98,1559811600,9118.63,71006590.84,2019-06-06 05:00:00
7791.49,7799.47,7752.93,7759.04,1559815200,8900.97,69276818.9,2019-06-06 06:00:00
7833.93,7838.06,7785.85,7791.49,1559818800,10309.03,80539239.41,2019-06-06 07:00:00
7742.91,7844.37,7719.5,7833.93,1559822400,15795.54,122422141.52,2019-06-06 08:00:00
7714.18,7744.04,7640.53,7742.91,1559826000,17983.49,138241132.28,2019-06-06 09:00:00
7675.63,7714.44,7590.25,7714.18,1559829600,16037.94,122828532.26,2019-06-06 10:00:00
7689.94,7702.45,7652.11,7675.63,1559833200,11117.23,85343149.71,2019-06-06 11:00:00
7693.15,7709.23,7666.57,7689.94,1559836800,11239.19,86441545.14,2019-06-06 12:00:00
7642.92,7695.04,7627.6,7693.15,1559840400,9772.72,74864170.23,2019-06-06 13:00:00
7584.91,7646.34,7471.83,7642.92,1559844000,15083.38,113831978.96,2019-06-06 14:00:00
7593.14,7615.1,7547.34,7584.91,1559847600,5662.71,42913589.86,2019-06-06 15:00:00
7681.27,7710.48,7573.44,7593.14,1559851200,6163.98,47219493.41,2019-06-06 16:00:00
7729.1,7734.07,7676.24,7681.27,1559854800,4115.75,31743463.21,2019-06-06 17:00:00
