time,amount,exchange_type,transaction_times,price
1563346361.0,1763217.3825959004,0.0,306.0,1.001
1563347672.0,2931543.5321392403,0.0,342.0,1.001
1563347808.0,1364940.350318,0.0,61.0,1.001
1563349628.0,9339673.148289211,0.0,655.0,1.001
1563349682.0,43276.60496699999,0.0,19.0,1.001
1563349809.0,2383893.2885999996,0.0,22.0,1.001
1563350424.0,2994179.910120722,0.0,239.0,1.001
1563351819.0,4058156.3966189027,0.0,401.0,1.001
1563352597.0,1299945.1799179998,0.0,226.0,1.001
1563352941.0,4488649.789502459,0.0,255.0,1.001
1563352962.0,32870.775273,0.0,11.0,1.001
1563354006.0,5595507.058792298,0.0,321.0,1.001
1563354071.0,2299363.0741981394,0.0,192.0,1.001
1563354103.0,125941.600457,0.0,12.0,1.001
1563355580.0,3805708.9506906387,0.0,428.0,1.001
1563355598.0,117455.16411234,0.0,52.0,1.001
1563357084.0,5188431.3538859775,0.0,421.0,1.001
1563357630.0,3335299.9375350187,0.0,225.0,1.001
1563357822.0,1943741.30433189,0.0,72.0,1.001
1563360925.0,5585904.781661279,0.0,673.0,1.001
1563361942.0,2004664.5748437308,0.0,294.0,1.001
1563362056.0,714999.2312527,0.0,82.0,1.001
1563362508.0,1943098.1679215205,0.0,171.0,1.001
1563363706.0,3004330.764528481,0.0,356.0,1.001
1563364027.0,1532900.3120918607,0.0,104.0,1.001
1563364103.0,209457.116497,0.0,23.0,1.001
1563365088.0,2018388.59474866,0.0,272.0,1.001
1563365414.0,861430.0571403601,0.0,82.0,1.001
1563365428.0,8375.179791999999,0.0,3.0,1.001
1563366192.0,1952085.1361495305,0.0,186.0,1.001
1563366807.0,1473679.1547287197,0.0,153.0,1.001
1563367876.0,2053870.44755322,0.0,270.0,1.001
1563367980.0,540611.1845,0.0,57.0,1.001
1563368793.0,2371806.98046189,0.0,240.0,1.001
1563369167.0,874020.27127087,0.0,98.0,1.001
1563369459.0,1513547.9164649998,0.0,95.0,1.001
1563370319.0,2034268.3353203805,0.0,232.0,1.001
1563370987.0,921119.0521769997,0.0,153.0,1.001
1563371614.0,911346.3683585804,0.0,163.0,1.001
1563371773.0,935838.6749587101,0.0,132.0,1.001
1563372806.0,1869776.9192076495,0.0,341.0,1.001
1563374460.0,12999591.998821547,0.0,446.0,1.001
1563375142.0,1018021.3527041398,0.0,256.0,1.001
1563375310.0,1380778.01950465,0.0,64.0,1.001
1563376547.0,2237583.484381659,0.0,396.0,1.001
1563376835.0,1729059.7916454994,0.0,101.0,1.001
1563377417.0,2893193.6072229617,0.0,231.0,1.001
1563378868.0,2858707.444000301,0.0,394.0,1.001
1563379549.0,932862.4878007995,0.0,227.0,1.001
1563379761.0,835967.2319362902,0.0,71.0,1.001
1563381012.0,2604595.6275181016,0.0,324.0,1.001
1563381489.0,1184660.14517449,0.0,132.0,1.001
1563382056.0,1522078.3214435002,0.0,145.0,1.001
1563382670.0,2152919.8138790103,0.0,136.0,1.001
1563384906.0,2234130.585574849,0.0,354.0,1.001
1563384906.0,5000000.0,2.0,1.0,1.001
1563384927.0,230866.30742000006,0.0,35.0,1.001
1563385243.0,1978874.0177703705,0.0,72.0,1.001
1563386239.0,2060158.33243292,0.0,160.0,1.001
1563387146.0,334212.1068799999,0.0,103.0,1.001
1563387233.0,255202.53446266,0.0,46.0,1.001
1563388286.0,965400.6802740003,0.0,154.0,1.001
1563389679.0,739897.0602599004,0.0,170.0,1.001
1563390494.0,1332769.809594419,0.0,128.0,1.001
1563391148.0,275565.8863450001,0.0,68.0,1.001
1563393349.0,748425.0810054601,0.0,230.0,1.001
1563393586.0,391669.60769699997,0.0,23.0,1.001
1563394926.0,521961.9495829999,0.0,136.0,1.001
1563395242.0,511135.832544,0.0,44.0,1.001
1563395632.0,376877.12205099995,0.0,47.0,1.001
1563396112.0,1494821.3199954396,0.0,95.0,1.001
1563396248.0,42054.986778,0.0,12.0,1.001
