blocktime,price
1563477919.0,1.002
1563477948.0,1.002
1563478010.0,1.002
1563478108.0,1.002
1563478398.0,1.002
1563480423.0,1.002
1563480543.0,1.002
1563481028.0,1.002
1563482340.0,1.002
1563483213.0,1.002
1563483559.0,1.002
1563483618.0,1.002
1563486020.0,1.002
1563486520.0,1.002
1563486721.0,1.002
1563487332.0,1.002
1563487786.0,1.002
1563488266.0,1.002
1563488594.0,1.002
1563488698.0,1.002
1563488845.0,1.002
1563488882.0,1.002
1563489333.0,1.002
1563491281.0,1.002
1563491767.0,1.002
1563492106.0,1.002
1563492181.0,1.002
1563492465.0,1.002
1563493358.0,1.002
1563493411.0,1.002
1563493729.0,1.002
1563495204.0,1.0
1563495599.0,1.0
1563497464.0,1.0
1563497613.0,1.001
1563500005.0,1.001
1563500343.0,1.0
1563500488.0,1.001
1563500722.0,1.0
1563500813.0,1.0
1563500987.0,1.001
1563501051.0,1.001
1563502280.0,1.0
1563502606.0,1.001
1563502638.0,1.001
1563505938.0,1.001
1563506718.0,1.0
1563508138.0,1.001
1563508633.0,1.001
1563508756.0,1.002
1563510160.0,1.001
1563510582.0,1.0
1563512214.0,1.001
1563512398.0,1.0
1563512519.0,1.001
1563512999.0,1.0
1563513701.0,1.0
1563513917.0,1.0
1563515557.0,1.001
1563516379.0,1.001
1563517020.0,1.0
1563517311.0,1.001
1563519423.0,1.0
1563519642.0,1.0
1563520666.0,1.001
1563520855.0,1.001
1563520927.0,1.0
1563521260.0,1.001
1563521561.0,1.001
1563522299.0,1.001
1563522447.0,1.0
1563525466.0,1.001
1563526152.0,1.001
1563526724.0,1.001
1563526929.0,1.002
1563528127.0,1.001
1563528999.0,1.0
1563529495.0,1.001
1563530179.0,1.0
1563532036.0,1.001
1563533432.0,1.0
1563534119.0,1.0
1563535255.0,1.0
1563535942.0,1.001
1563538565.0,1.001
1563539048.0,1.001
1563539701.0,1.0
1563540541.0,1.001
1563541135.0,1.001
1563541255.0,1.0
1563542514.0,1.001
1563542526.0,1.001
1563544303.0,1.001
1563546128.0,1.0
1563546203.0,1.001
1563546626.0,1.001
1563547319.0,1.001
1563548504.0,1.002
1563549577.0,1.001
1563550101.0,1.0
1563550927.0,1.001
1563550928.0,1.0
1563551348.0,1.002
1563551692.0,1.001
1563554258.0,1.002
1563554765.0,1.002
1563556068.0,1.0
1563556234.0,1.0
1563556534.0,1.002
1563557060.0,1.0
1563558183.0,1.001
1563558826.0,1.002
1563558914.0,1.002
1563559542.0,1.001
1563560018.0,1.002
1563560874.0,1.0
1563561340.0,1.001
1563561559.0,1.002
1563561951.0,1.0
1563562544.0,1.0
1563564839.0,1.002
1563566102.0,1.001
1563567334.0,1.001
1563567682.0,1.0
1563568683.0,1.001
1563569021.0,1.002
1563570154.0,1.002
1563570264.0,1.001
1563571809.0,1.001
1563572832.0,1.001
1563573513.0,1.0
1563573860.0,1.0
1563573875.0,1.002
1563574436.0,1.001
1563574702.0,1.0
1563574864.0,1.002
1563576305.0,1.0
1563576588.0,1.001
1563576712.0,1.001
1563576745.0,1.001
1563576960.0,1.002
1563577157.0,1.002
1563577402.0,1.001
1563578060.0,1.001
1563578589.0,1.001
1563580531.0,1.002
1563580880.0,1.001
1563581115.0,1.001
1563581668.0,1.001
1563581802.0,1.001
1563582266.0,1.001
1563583374.0,1.001
1563583556.0,1.001
1563583637.0,1.001
1563584560.0,1.001
1563585024.0,1.001
1563585096.0,1.001
1563585141.0,1.001
1563585536.0,1.002
1563586118.0,1.001
1563586754.0,1.002
1563586936.0,1.001
1563587070.0,1.001
1563587522.0,1.002
1563588051.0,1.001
1563588169.0,1.001
1563588255.0,1.001
1563589076.0,1.001
1563589444.0,1.001
1563589656.0,1.001
1563590020.0,1.002
1563590166.0,1.001
1563591097.0,1.001
1563591136.0,1.001
1563591561.0,1.001
1563591982.0,1.001
1563592071.0,1.001
1563593305.0,1.001
1563593396.0,1.001
1563593483.0,1.001
1563594207.0,1.001
1563594359.0,1.001
1563594673.0,1.001
1563595528.0,1.001
1563595797.0,1.001
1563595998.0,1.001
1563596282.0,1.001
1563596545.0,1.001
1563596809.0,1.001
1563597126.0,1.001
1563597500.0,1.001
1563599106.0,1.001
1563600013.0,1.001
1563600684.0,1.001
1563601087.0,1.001
1563601363.0,1.001
1563602162.0,1.001
1563602272.0,1.001
1563602380.0,1.001
1563602481.0,1.001
1563602772.0,1.001
1563602933.0,1.001
1563603423.0,1.001
1563603736.0,1.001
1563603936.0,1.001
1563603974.0,1.001
1563605464.0,1.001
1563605615.0,1.001
1563606803.0,1.001
1563606910.0,1.001
1563607144.0,1.001
1563608129.0,1.001
1563608275.0,1.001
1563608365.0,1.001
1563608948.0,1.001
1563609406.0,1.001
1563610630.0,1.001
1563610768.0,1.001
1563610888.0,1.001
1563612425.0,1.001
1563613051.0,1.001
1563614521.0,1.001
1563615044.0,1.001
1563615206.0,1.001
1563616699.0,1.001
1563617603.0,1.001
1563619544.0,1.001
1563619829.0,1.001
1563620634.0,1.001
1563620744.0,1.001
1563621555.0,1.001
1563621882.0,1.001
1563622486.0,1.001
1563622808.0,1.001
1563622960.0,1.001
1563625442.0,1.001
1563625851.0,1.001
1563626000.0,1.001
1563626302.0,1.001
1563626436.0,1.001
1563626527.0,1.001
1563626896.0,1.001
1563629340.0,1.001
1563629546.0,1.001
1563629758.0,1.001
1563630672.0,1.001
1563631091.0,1.001
1563631895.0,1.001
1563632555.0,1.001
1563633091.0,1.001
1563633525.0,1.001
1563633592.0,1.001
1563633710.0,1.001
1563634175.0,1.001
1563634453.0,1.001
1563635941.0,1.001
1563636539.0,1.001
1563636893.0,1.001
1563638578.0,1.001
1563639204.0,1.001
1563639828.0,1.001
1563641137.0,1.001
1563641287.0,1.001
1563641401.0,1.001
1563641743.0,1.001
1563642486.0,1.001
1563642787.0,1.001
1563642908.0,1.001
1563643320.0,1.001
1563643871.0,1.001
1563644999.0,1.001
1563645293.0,1.001
1563646624.0,1.001
1563647585.0,1.001
1563647829.0,1.001
1563648740.0,1.001
1563649331.0,1.001
1563649573.0,1.001
1563651110.0,1.001
1563652217.0,1.001
1563652904.0,1.001
1563653447.0,1.001
1563653603.0,1.001
1563654202.0,1.001
1563655040.0,1.001
1563656630.0,1.001
1563656791.0,1.001
1563658396.0,1.001
1563660084.0,1.001
1563660537.0,1.001
1563660910.0,1.001
1563661376.0,1.001
1563661702.0,1.001
1563662809.0,1.001
1563662941.0,1.001
1563664087.0,1.001
1563664756.0,1.001
1563664880.0,1.001
1563666945.0,1.001
1563667287.0,0.9996
1563667440.0,0.9996
1563667693.0,0.9996
1563668095.0,0.9996
1563670198.0,0.9996
1563670254.0,0.9996
1563671000.0,0.9996
1563671248.0,0.9996
1563671906.0,0.9996
1563672415.0,0.9996
1563672605.0,0.9996
1563673116.0,0.9996
1563673596.0,0.9996
1563675262.0,0.9996
1563676080.0,0.9996
1563676573.0,0.9996
1563677034.0,0.9996
1563677785.0,0.9996
1563678380.0,0.9996
1563678825.0,0.9996
1563678894.0,0.9996
1563679793.0,0.9996
1563680200.0,0.9996
1563680742.0,0.9996
1563682030.0,0.9996
1563682315.0,0.9996
1563682906.0,0.9996
1563683397.0,0.9996
1563683695.0,0.9996
1563684367.0,0.9996
1563684940.0,0.9996
1563685550.0,0.9996
1563687319.0,0.9996
1563687438.0,0.9996
1563688067.0,0.9996
1563689025.0,0.9996
1563689700.0,0.9996
1563690262.0,0.9996
1563690653.0,0.9996
1563691086.0,0.9996
1563692054.0,0.9996
1563694230.0,0.9996
1563694733.0,0.9996
1563695337.0,0.9996
1563695705.0,0.9996
1563696316.0,0.9996
1563696464.0,0.9996
1563697142.0,0.9996
1563698021.0,0.9996
1563698911.0,0.9996
1563699255.0,0.9996
1563699410.0,0.9996
1563700269.0,0.9996
1563700408.0,0.9996
1563702071.0,0.9996
1563702347.0,0.9996
1563702809.0,0.9996
1563702914.0,0.9996
1563703347.0,0.9996
1563705422.0,0.9996
1563705538.0,0.9996
1563705845.0,0.9996
1563706481.0,0.9996
1563706628.0,0.9996
1563707386.0,0.9996
1563708339.0,0.9996
1563708489.0,0.9996
1563710629.0,0.9996
1563711023.0,0.9996
1563711126.0,0.9996
1563711965.0,0.9996
1563712578.0,0.9996
1563714734.0,0.9996
1563716826.0,0.9996
1563717371.0,0.9996
1563717533.0,0.9996
1563718277.0,0.9996
1563723581.0,0.9996
1563724087.0,0.9996
1563724180.0,0.9996
1563725348.0,0.9996
1563725386.0,0.9996
1563725631.0,0.9996
1563727536.0,0.9996
1563727594.0,0.9996
1563727790.0,0.9996
1563728384.0,0.9996
1563728493.0,0.9996
1563729335.0,0.9996
1563729566.0,0.9996
1563731042.0,0.9996
1563732139.0,0.9996
1563732504.0,0.9996
1563732826.0,0.9996
1563733079.0,0.9996
1563734442.0,0.9996
1563734547.0,0.9996
1563734885.0,0.9996
1563735190.0,0.9996
1563736137.0,0.9996
1563736309.0,0.9996
1563737174.0,0.9996
1563737620.0,0.9996
1563738204.0,0.9996
1563739809.0,0.9996
1563740471.0,0.9996
1563740778.0,0.9996
1563741741.0,0.9996
1563743938.0,0.9996
1563744538.0,0.9996
1563744749.0,0.9996
1563745986.0,0.9996
1563746611.0,0.9996
1563747707.0,0.9996
1563752635.0,0.9996
1563752747.0,0.9996
1563754216.0,0.9999
1563755108.0,0.9984
1563756526.0,0.9984
1563756724.0,0.9982
1563757578.0,0.9984
1563757883.0,0.9997
1563758301.0,0.9984
1563758755.0,0.9999
1563759360.0,0.9984
1563759513.0,0.9997
1563759961.0,0.9984
1563760232.0,0.9984
1563760733.0,0.9984
1563761212.0,0.9999
1563761606.0,0.9984
1563761996.0,0.9984
1563762615.0,0.9984
1563762767.0,0.9997
